label,t-SNE Feature 1,t-SNE Feature 2
0,29.841696,60.515392
0,-5.3639174,-45.709297
0,55.07611,-29.570219
0,84.21434,-0.38138497
0,-28.885454,-56.152336
1,67.361275,-1.3867284
0,-106.380035,-37.131332
0,47.706226,10.847994
0,-56.228333,0.7394274
0,40.96156,-33.568554
0,6.5342827,30.332243
0,-136.8981,-33.55036
1,76.217766,3.4680061
0,21.845741,1.5223775
1,77.4738,10.562528
0,-31.532265,62.749046
1,4.484917,-44.314175
0,-43.358654,-37.241615
0,4.441948,43.961502
0,-88.63485,-42.30248
0,-52.289726,-44.48298
0,-14.803966,20.459955
1,-85.17344,-43.380257
0,-46.62971,-6.3122654
1,7.688297,-99.26717
0,-71.28318,44.921494
0,18.720915,-11.943831
0,-88.13636,-57.395313
0,-75.08775,17.529142
0,19.873446,-70.66101
1,39.365566,-51.839565
0,51.64625,36.95319
0,-30.663963,67.69391
0,69.77219,-31.157272
0,113.68017,20.304815
1,-2.0902865,-85.620705
0,31.590788,111.9279
1,-4.375421,52.2805
0,2.7288451,-37.142506
0,-20.218912,-26.094707
0,-114.40668,1.5755043
0,-6.536556,55.60193
0,114.91391,21.282286
0,56.11642,-30.971886
0,30.441483,76.95709
0,-14.915456,77.94111
1,-6.6998463,39.2517
0,42.688667,82.006996
0,41.86153,-5.7119975
0,-6.888737,-60.21493
0,30.337818,-31.86732
1,-133.39478,-17.720903
0,-92.55597,-63.45275
0,-119.630905,-27.38904
0,57.718445,59.6148
0,52.95566,39.634926
1,61.983562,-44.635605
0,-129.94298,-9.300867
1,-35.522575,6.206951
0,-30.853218,69.93534
1,34.77426,-64.412674
0,-20.505894,73.66891
0,85.96153,-13.258188
0,-17.116858,63.74926
0,44.212498,80.42754
0,72.6574,28.471321
0,1.1595035,-77.009964
1,26.034058,-10.890453
0,70.14399,26.909365
0,-7.6021423,46.46904
0,73.880455,22.304798
0,-32.86496,59.010365
0,12.30357,58.6919
0,-0.39714572,-47.99798
0,29.547377,81.80968
0,-104.45923,-31.159462
0,65.943726,30.38254
0,45.03973,80.54037
0,2.9947696,-72.0908
0,0.6598523,71.583
0,71.84243,-36.18922
0,-48.770073,19.113407
0,-7.597608,61.152832
0,64.70765,-3.2461033
0,25.939184,49.013214
0,89.48006,-3.6197107
0,88.019196,31.442116
0,-126.46037,-9.926347
0,-21.249002,16.734236
0,-72.31498,-0.79862267
0,59.346054,20.894478
0,-29.617775,85.74598
1,54.932423,6.8130174
0,-48.572838,-50.90552
0,-65.71791,41.042694
0,6.5801997,52.332924
0,-89.280785,-54.953945
0,-91.556305,-12.100569
0,32.595654,-6.077453
0,14.419849,31.858473
0,-25.588068,78.3719
0,53.880527,-23.900074
0,-8.568621,38.75835
0,10.90307,56.026863
0,47.865944,-65.4321
1,21.98994,41.287117
0,-12.213644,-56.12224
0,-35.732285,11.891764
0,92.13188,23.242966
0,59.327854,-47.03879
0,55.860054,68.70152
0,-22.214508,-68.091354
1,36.6543,-43.590206
0,-90.72738,-49.609116
0,73.95325,-36.47402
0,5.2216077,-55.507355
0,53.449787,-31.734043
0,43.20291,59.78449
0,-3.4907815,-41.182995
0,4.4271007,-47.80214
0,-86.064995,-43.655228
0,-29.813524,67.746216
1,47.928967,-63.08791
0,-47.009537,-49.274437
0,57.677948,22.59165
0,0.9196972,5.4609375
0,2.6918538,3.550362
0,-123.916,-18.845762
0,-95.268654,-18.620173
0,72.74213,-40.156555
0,60.02359,-53.632435
0,67.41942,-55.882843
0,-112.19003,-22.4272
1,47.74294,-51.89943
0,-115.48462,-30.164255
0,40.823555,96.027054
0,-93.94307,-22.534601
0,-138.98123,-32.618073
0,23.940739,-69.8087
0,-62.11994,-0.34209862
0,-75.22432,14.664373
0,25.216415,91.70556
0,-54.04405,17.890001
0,78.51323,35.554966
0,-129.95824,-5.599746
0,89.1172,-18.52582
0,-52.665726,2.9358296
0,-31.108715,65.96054
0,61.711334,-21.140453
1,67.46177,-48.701477
1,-21.368696,-61.100803
0,42.775547,-66.96483
0,52.13516,13.300048
0,-128.9643,-42.745285
0,18.997894,51.050423
0,42.7926,70.46853
1,35.442486,-40.282627
0,23.425714,-35.643787
0,41.062435,70.379654
1,82.308784,-23.668642
0,26.642797,98.88014
1,35.13115,-73.78546
0,33.782173,-23.92368
0,68.54698,-52.81506
0,-13.463799,73.97989
0,14.167361,31.616442
0,88.08586,29.450296
1,7.6563,-37.95202
0,35.10214,-53.238705
0,46.92019,57.982727
1,1.0387019,-39.472828
0,-35.101402,16.101143
0,6.40735,30.133284
1,39.906124,94.91737
0,55.96043,-10.568661
0,40.702534,60.223255
0,-148.78226,-34.034645
1,-28.31695,-54.69654
0,-69.509514,2.236317
0,-114.58486,-25.700598
0,74.86699,33.346462
0,-7.0905266,38.8337
0,-31.530724,0.6817336
0,-21.27376,-16.8733
0,9.554335,-35.719894
0,-143.73306,-34.229725
0,70.80814,13.835457
0,20.531199,-53.922745
0,38.896965,9.060067
0,19.08401,-0.6584305
0,-25.455984,20.064747
0,-48.676983,12.124403
1,20.5955,37.59122
0,-56.414497,17.24639
0,-39.135593,19.386766
0,-16.501814,-65.07698
0,-122.380325,-32.436836
0,70.31637,-6.8376584
0,-49.417583,25.005428
0,29.54431,-69.956726
0,10.010559,55.049545
0,-7.164303,-20.652729
0,26.132881,84.76349
0,-30.864347,61.436314
0,41.975235,17.47378
0,-7.010872,79.0242
0,-148.1841,-32.60804
0,-69.20064,-1.5179936
0,25.197372,59.907684
1,36.74453,-43.690655
0,47.137756,63.09587
0,13.828787,25.859854
0,-9.785375,-32.297436
0,55.624287,30.3972
1,-5.2205014,81.240486
0,24.43484,95.88866
0,-114.58486,-25.700598
0,76.4921,14.05937
0,-89.13024,-54.60173
0,-0.425744,83.93179
0,76.143616,25.49392
0,-39.16557,24.915802
0,-31.227571,0.8065553
1,-97.53698,-5.6559324
0,-95.008965,-40.064796
0,18.010168,26.69708
0,55.80534,-11.707692
0,-120.155914,-16.331158
0,-97.81807,-32.79099
1,-43.787243,-41.74489
0,-33.915062,61.48835
0,-25.8673,-43.171196
1,52.214336,-62.968857
0,-13.7364435,48.364746
1,22.728662,-25.374458
0,60.709106,-9.468717
1,5.146771,-29.375525
0,2.6060581,114.176125
0,19.689234,-30.404333
0,-94.85956,-4.0291634
0,29.24395,58.236782
0,-17.184982,71.224884
1,-20.242958,17.02402
0,76.39278,-23.542927
0,81.03056,13.054966
0,43.127724,60.215366
0,-14.11586,9.988137
0,14.1946945,-38.769314
1,19.260345,-22.884039
1,18.817373,44.26184
0,-34.262733,60.592373
0,56.58164,-10.798844
0,48.41664,32.580486
0,16.626251,56.366146
0,34.026485,29.069855
0,-60.638287,-0.56036425
0,-114.41376,-28.696915
0,71.103,27.230387
0,-23.071947,-14.970276
0,8.335338,35.19098
1,-10.512808,72.67333
0,58.588787,-67.549126
0,44.351727,-26.661707
1,-75.6812,-1.8368402
0,-9.525852,67.00372
0,-108.54814,-5.6640387
0,-130.4347,-40.679173
0,33.33819,-19.167803
0,-61.464275,-3.5616317
0,25.198156,99.35898
0,-25.062916,77.40649
0,8.280755,-36.328827
0,-127.72117,-20.893188
0,-97.58261,-44.77996
0,3.556814,113.96557
0,82.49306,-18.839382
0,88.35678,-21.86519
1,87.63714,-1.2601842
0,52.601223,66.5283
0,79.88132,-0.7887386
0,-101.48042,-4.462665
0,-19.856482,75.7226
0,20.043076,-19.531855
0,25.57521,92.53884
0,-12.045353,50.151222
0,66.661476,33.896248
0,79.363365,4.2817044
1,-19.901426,-35.12272
0,26.217726,-69.47407
0,36.768044,46.52977
0,30.265509,24.19722
1,-13.326479,-88.577644
0,32.826626,36.842636
0,6.1421895,83.897064
0,23.59833,1.656706
0,31.347893,91.84887
0,27.765232,-80.74956
0,2.695982,117.166405
1,76.48163,-10.176048
1,-15.061834,-36.59853
1,25.0053,-93.469955
0,63.937355,34.53879
0,30.50748,49.42963
0,52.03927,15.9086685
0,7.902789,-49.737476
0,48.314217,59.387585
0,-107.30661,-8.044216
0,72.95919,-0.71143985
0,-30.749933,22.444359
0,-100.37091,-36.424953
0,34.282394,-69.16297
0,-87.866165,-17.613176
0,53.01469,34.542908
0,19.281796,-11.990799
0,13.958122,32.42557
0,39.827824,-76.07327
0,51.66631,42.123142
0,-0.5223207,110.78139
0,54.34288,-37.92386
0,2.4159133,-63.078186
0,84.76646,-18.25315
0,19.856047,5.854636
0,-56.27797,0.8681154
1,41.4874,-57.36633
0,-58.33315,-49.294533
0,-36.708652,3.854412
1,22.469429,-82.87858
0,-90.0274,-49.683987
0,61.8253,-47.325462
0,-90.71449,-22.04873
0,-2.417332,-52.37859
0,61.4541,-3.842696
0,45.281197,80.37774
0,58.99544,-54.37177
0,3.4053824,28.213833
0,34.990288,90.54881
0,29.131273,-77.3841
0,-13.3266535,84.36431
0,-70.427765,36.401836
0,17.654507,32.267345
0,-12.375032,-81.758286
1,88.83262,-2.2954197
0,72.44347,-36.933697
0,-90.64597,-40.52946
1,32.01846,-8.848454
0,14.419992,-29.234543
0,72.90036,20.480629
0,49.46296,62.692703
0,60.42087,30.823792
0,-19.633898,-77.44574
0,-7.782648,71.44341
1,-65.91154,19.562862
0,37.38984,74.74714
1,-92.1325,-11.810095
0,43.69623,63.327766
0,-12.064585,9.010404
0,47.716534,29.974976
0,30.08675,87.34641
0,64.25628,-57.890617
0,-29.9969,60.39969
0,-7.4598513,64.13835
0,-105.36263,-41.452293
0,-93.911385,-22.483719
0,96.31338,24.955229
0,-89.02784,-58.255215
0,-13.641076,-55.283707
0,62.64522,-66.82381
0,24.519375,107.94341
0,-56.98817,19.758192
0,-118.86906,0.8687483
0,56.405674,37.32118
0,-19.99354,-24.778923
0,51.36909,-65.752594
0,35.842197,48.715683
1,-31.124605,58.544247
0,-94.27614,-17.312517
0,-130.94435,-22.043333
1,6.896561,-99.57307
0,-16.10177,88.36172
0,-55.070774,9.192523
0,34.867928,83.6275
0,-117.11166,1.5151069
0,41.686646,10.9775915
0,-31.689054,94.55503
1,47.862286,-22.477098
0,78.59249,-23.115051
0,-141.78891,-32.680485
0,9.729655,-26.121622
0,119.86592,22.08168
0,-26.724976,94.15284
0,86.827965,-4.181526
0,17.852516,-57.457123
0,-52.53904,12.773194
0,33.919144,-28.38067
0,11.345,-25.83573
0,87.783806,-3.6868355
0,-134.53246,-35.626118
0,89.43993,29.557678
1,57.07912,-24.943855
0,-8.246493,55.304222
1,-10.749463,11.50577
0,11.926059,57.779896
1,43.022034,-31.003433
0,-23.364065,76.41217
0,93.89221,21.146269
0,-124.14289,-16.77845
0,-135.86697,-34.450394
0,-21.458069,-61.877174
0,36.09218,-43.072323
0,69.56434,-53.306263
1,84.64057,-18.927784
0,-6.8067894,37.492405
0,-81.38599,2.906945
0,56.334824,34.14501
0,-10.398847,57.91308
0,28.021317,22.932877
1,27.21686,-54.169533
0,-30.864347,61.436314
1,-31.086176,22.296942
0,54.21917,5.919258
0,-22.543674,26.05508
0,34.377186,83.07607
0,-102.820526,-2.451901
0,20.891592,2.9497395
1,-0.8179663,-68.6491
0,-23.42323,-28.059547
0,-110.53017,-24.22858
0,-139.97583,-33.518253
0,-105.238754,-38.616123
1,8.077424,-103.17247
0,19.885279,105.68356
0,40.67244,23.615051
0,31.849085,51.678413
0,-65.544014,2.019895
0,24.426422,-91.258255
0,79.83623,5.815755
0,-0.9962817,-67.96331
1,-19.62266,-26.540554
1,44.19651,-13.887873
0,-107.777885,-41.385082
0,27.034277,79.5339
0,-45.61214,-8.034154
1,-24.45226,-65.76512
0,30.09262,-86.641685
0,-15.042594,40.05038
0,22.018007,-44.67203
0,-61.132683,31.1441
1,94.4283,43.29434
0,27.490599,27.006735
0,56.131294,10.995362
0,11.085584,-42.942364
0,66.887955,-13.240006
0,46.012424,20.875147
0,-63.63595,-2.7277849
0,-125.07651,-19.135881
0,-49.485516,6.7741966
0,-23.833925,26.942225
0,24.35897,-15.662712
0,56.593235,-33.697754
0,-107.951866,-4.089904
0,50.348083,-4.7263374
0,31.15066,-8.378686
1,27.169909,-63.35819
1,2.9874554,-37.58115
0,-20.47497,47.662678
0,-73.19164,38.53946
0,-129.86497,-10.048333
0,44.80212,22.722488
0,81.7257,6.6053715
0,42.368332,25.88333
0,6.218834,46.38316
0,-23.210478,71.29447
1,28.173779,26.235424
0,55.987305,-53.680485
0,31.630821,77.20315
0,-23.022978,-15.511684
1,20.288786,-66.65118
0,21.653727,-84.743286
1,38.39412,-72.15915
0,33.4012,-78.686676
1,26.105503,21.532167
0,-7.104935,58.145046
0,23.14589,-9.09034
0,33.837578,-68.612785
0,-25.636452,85.36123
1,-11.1054,15.378157
1,34.91246,92.76651
0,-4.9401717,72.252884
0,-18.393852,22.50359
1,54.08694,-26.374157
0,53.431293,34.409454
0,-104.71602,-32.91133
0,59.441936,-47.665787
0,-127.042145,-23.20685
0,-20.697886,91.32007
0,-29.417429,70.688034
0,40.769287,95.998665
0,29.187298,-88.2789
0,-132.41612,-38.21701
0,19.877869,7.8804674
0,-7.998925,-55.356613
0,2.2607868,-76.695984
1,17.635498,12.225815
0,30.232546,-8.833045
0,49.9141,-36.767616
0,31.600466,-39.45828
0,3.8167372,-12.63585
0,22.065279,55.08554
0,-41.911114,0.74343914
0,-68.30965,-2.4689932
0,-134.04706,-25.00173
0,38.83439,71.386665
0,73.283356,-5.683868
1,8.413606,-98.665886
0,-13.558594,58.488583
1,-56.064358,4.3219833
0,-61.606785,-0.8693144
0,3.2698507,80.14811
1,27.925348,-65.83414
1,-12.054471,-30.455456
0,25.509186,105.07906
0,11.809955,-35.597073
0,-100.82404,-30.116287
0,-145.73625,-33.61802
0,-27.416773,0.5696078
0,-116.3671,1.1561849
0,-8.954743,-52.692917
0,44.50961,26.245369
0,-7.613544,39.37694
0,-105.323814,-44.698307
0,-25.829895,-72.90972
0,9.312142,30.495676
0,-37.860706,7.6334763
1,-10.343247,-18.29996
0,34.72193,29.145956
1,-2.7966452,-59.589924
0,-96.72677,-41.799927
0,-73.79136,25.999292
0,-130.52113,-8.322183
0,33.359264,-47.193027
0,38.43813,93.626434
0,-97.87864,-32.849583
0,-48.766647,26.731327
1,-2.6288114,-58.471104
0,23.750254,10.220855
0,-17.98719,22.58947
0,92.04565,-19.261156
0,-90.90983,-15.874703
0,-36.292534,23.725157
0,76.33744,-22.252901
1,25.985712,-48.36646
0,38.829914,71.78368
0,47.204983,-37.028812
0,68.84572,-39.76074
0,66.86563,29.043798
0,44.19629,-59.650593
1,-4.4151316,-44.947937
0,30.31199,-13.910867
1,2.969093,-79.82535
0,26.380705,-91.588036
1,20.574291,100.81306
0,-2.625767,75.09845
0,24.97415,-40.855934
0,-46.75751,-49.479645
0,86.96206,2.1758192
0,-53.2384,20.478693
0,-124.19882,-19.403606
0,-93.229,-45.68752
0,-128.9643,-42.745285
0,35.62938,-44.22924
1,-45.643143,2.7545226
0,10.683229,-49.515137
0,-133.88098,-36.92343
0,-35.37924,1.0252368
0,5.354915,-81.80716
0,47.84884,10.501507
0,50.264526,24.358894
0,-111.91613,-30.665358
0,85.453964,0.7306805
0,7.5358243,-64.15744
0,33.091183,87.01987
0,-141.03918,-33.509335
0,-95.98322,-17.974808
0,22.940733,-55.797085
0,20.364334,109.19377
0,-86.59714,-43.758244
0,62.167,-56.96442
0,-6.4309597,-46.558292
0,15.668174,7.2740393
0,0.4545981,89.50833
0,24.712801,69.5442
0,35.37694,-68.69325
0,-26.502563,-53.0625
0,-141.55591,-32.444572
0,71.49484,-34.838478
1,10.665095,-43.56018
1,48.830727,-40.13056
1,13.41012,-38.93639
0,-1.8916689,-49.46593
0,-9.271024,-29.607647
0,29.788605,-82.89033
1,-56.2039,-48.670475
1,17.18058,-56.94377
0,23.226562,105.88351
0,-63.509872,17.231052
0,-14.519924,-42.659668
0,-49.823334,41.118317
0,47.24078,-43.61205
0,-51.13168,24.486755
0,55.778362,-9.365816
0,-20.697886,91.32007
0,-3.3404744,-40.569214
1,-0.41813663,-37.026962
0,73.59541,12.410866
0,-93.94306,-22.534607
0,-17.98719,22.58947
0,-88.17459,-15.789654
0,-72.67348,4.1553035
0,6.494507,-26.915545
0,70.358665,32.485878
0,29.679897,86.96395
0,83.18037,-16.739662
1,0.5036665,-25.58331
0,53.461685,-4.2710085
1,-5.514081,-81.30897
0,34.24386,-37.507717
0,65.759796,-63.688873
0,-108.19505,6.841644
0,-57.709816,-53.714775
0,55.594444,63.632164
0,-8.928213,-64.78066
0,-25.372551,86.184395
1,-66.83876,-2.6362643
0,-131.87923,-15.862801
1,-4.08893,-63.204002
1,34.329033,50.27782
0,-49.246212,17.511997
1,-5.7953496,49.36271
0,-143.13991,-31.591473
0,-52.075367,-47.722855
0,-105.61351,-2.5678105
0,9.637467,-44.098904
0,-31.36132,-2.8460312
0,53.199528,-21.709747
0,41.19761,-14.425899
0,-10.7439575,-83.673485
1,-20.652475,-82.13481
0,31.276274,-13.536297
1,20.289154,-54.89637
0,60.002934,-6.129246
0,-73.246895,-1.1598824
0,-129.75078,-40.766743
0,-99.45341,-56.712734
0,-37.609707,15.910521
0,-17.416002,77.51155
0,72.302895,39.686153
0,-48.765583,-39.26066
1,63.95801,-56.953373
0,1.3434045,4.153546
0,3.8536975,116.504
0,-29.627617,61.1113
0,-17.647135,57.436104
0,-121.0307,-16.907595
1,60.60487,-6.5401626
0,-103.27481,1.256246
0,9.179485,-44.014385
0,10.105124,-54.01795
0,-93.53639,-18.590538
0,1.0597435,-30.571512
0,-91.035126,-15.776908
0,-113.713005,-28.327196
0,12.300735,-27.96666
0,-103.299965,-31.397057
0,-127.96348,-18.33144
0,41.390312,59.80202
0,10.279052,35.59438
0,-33.377926,97.356705
0,-20.336933,91.87154
0,-11.348208,66.16135
0,5.51077,-81.39479
0,-19.329857,-79.70535
0,23.79274,111.86651
0,25.792187,45.476612
0,33.81074,-63.73235
0,4.5462804,116.38166
0,27.775549,43.46155
0,-11.0421715,43.856182
1,23.58534,-91.61061
0,-11.045446,66.563255
0,64.09177,-54.969692
0,-89.22718,-64.645546
0,55.7004,-65.054955
0,-15.068142,77.03692
1,-1.8281674,-50.958263
0,-105.81026,4.9409046
0,70.39528,-1.283957
1,48.938168,-35.796062
0,-2.7538836,79.72034
0,-62.07338,-2.6304502
0,64.673874,-49.352654
1,39.441044,10.225447
0,30.654518,-69.29644
0,18.35271,10.864363
0,-56.317936,18.256937
0,-48.67733,2.009057
0,14.64338,58.99422
0,18.95915,9.653337
0,34.23781,20.386112
1,-99.881195,-56.438698
1,4.9763393,79.76334
0,-28.009474,-49.65826
1,17.978157,42.628345
0,85.318535,-0.77800226
1,-89.700584,-52.549324
1,28.661062,20.369112
0,73.46867,-19.723162
0,-127.54651,-10.782741
0,-29.693363,69.7153
0,-30.619667,100.75964
0,25.804846,-32.725822
0,74.6835,-1.6955587
0,-9.692662,-59.547226
1,21.804398,-27.233316
0,66.91483,-64.98373
0,67.59482,-41.41413
0,-103.52965,-7.9872704
1,14.087848,52.709354
0,19.25887,-72.65847
0,-65.916046,-9.883452
0,-36.998028,15.021608
0,-45.13075,-43.43615
0,-73.78397,10.624436
1,51.739723,-53.22134
0,18.78763,95.025925
0,50.248653,-16.199593
0,71.88785,-29.132586
0,-25.588015,78.37226
0,-18.594234,54.8492
1,50.929325,-47.340595
1,-17.575987,-75.45328
0,11.745489,30.390823
1,21.194523,91.17015
0,57.218124,37.47773
0,21.975344,106.51083
0,32.070496,-63.670353
0,27.872936,18.55971
0,43.410126,16.146421
0,-30.025877,22.938522
0,41.358006,-57.96375
1,-21.626017,-38.114655
0,76.71231,-1.7079064
0,38.60013,71.53937
0,-117.252045,1.967617
0,36.8211,4.071507
0,14.860737,-69.72438
1,48.73346,8.565946
0,71.23326,39.685173
0,19.691685,8.398574
0,3.9768546,-81.9448
1,58.17307,-29.901396
0,40.57303,-18.39643
0,-108.3087,-5.209604
1,39.91462,-50.651375
1,2.0506387,-10.749768
0,56.01899,-14.939429
0,-89.70773,-65.56309
0,-17.510744,-65.731186
0,-33.595436,96.57315
0,-53.626892,19.068338
0,26.481453,42.60828
0,32.75333,37.295654
0,-131.58484,-16.55706
0,-148.78226,-34.034645
0,-139.3269,-33.954338
0,-115.44465,0.5788642
1,-61.591732,-53.6634
0,26.548197,-21.061111
0,-50.595207,40.13251
0,72.0018,19.237417
0,-31.053482,65.39547
0,-62.173637,40.02514
0,35.273136,-26.599634
0,-120.29856,-30.209562
0,-41.15242,2.2039068
0,-148.78226,-34.034645
0,-103.44447,-31.396854
0,-10.565672,11.905168
0,-102.92788,-35.193096
0,-5.713494,75.24472
0,-5.5200443,80.78205
0,56.435726,22.334389
0,79.49383,5.2632985
0,-6.3659167,-82.23906
0,26.134739,-90.00114
1,-3.859021,-63.916584
0,-120.60055,-33.900097
0,-94.32706,-61.815815
0,27.45875,26.331755
1,61.869537,-23.289553
0,54.386723,-64.38724
0,29.754358,108.431114
0,35.33275,-23.709307
1,52.10221,63.573944
0,10.021307,55.046215
1,60.59703,-51.535538
0,-12.927053,53.19093
1,-64.165146,30.17875
0,-31.413288,22.123253
0,-119.761505,-23.963327
0,47.07475,-44.696476
0,54.30513,-30.789732
0,-8.1739435,-24.948719
0,-58.15633,-52.42743
0,-8.897998,-68.42767
0,13.796107,103.98027
0,-53.838726,17.020557
0,1.6785561,86.44103
0,-37.62051,-0.26807606
0,74.15418,-16.852478
0,29.071064,-76.42103
0,25.992443,57.303085
0,-1.1284988,0.50792795
0,25.939672,-71.538635
0,57.851566,-63.43281
1,46.98002,-50.58121
1,8.806849,-102.95574
0,47.51954,54.196384
0,27.240152,27.576578
1,-0.845254,-25.645908
0,-50.929867,28.470793
1,24.884201,-94.41844
0,-21.774681,91.580414
0,-13.75904,-87.16019
0,-41.093586,24.187437
0,31.48973,29.788141
1,-42.81952,2.0854964
0,57.726387,58.16881
0,1.9526627,30.367872
0,-133.62305,-19.062887
1,-106.05025,-8.701795
0,-110.02135,3.038564
0,-59.52954,-51.43289
0,-29.538332,23.918398
0,72.00184,19.237411
0,-103.00331,-30.009857
0,12.008917,31.78999
0,83.273605,40.297123
0,58.28446,-46.178192
0,-128.40126,-42.12194
0,-135.1337,-34.657486
1,51.14925,-69.30939
1,-6.6817865,-20.24362
0,16.65856,-63.597984
0,38.976036,60.631485
0,56.18026,-67.60578
0,8.535557,35.800865
0,28.791561,-3.2623253
0,1.1952816,-14.977029
0,34.153893,108.466064
1,28.051044,85.6473
1,32.836998,16.640888
0,-2.3007445,-22.355167
1,66.287926,1.1918383
0,-90.42778,-21.971916
0,47.228596,10.979357
0,-8.3417,-56.354443
0,-35.97032,99.18858
0,16.444563,-58.12147
0,35.02585,20.421598
0,35.401585,91.315125
0,55.718723,12.412527
0,-0.53933024,-78.413475
1,-20.133158,-1.8321388
0,17.596464,7.42032
0,30.479448,56.363415
0,-29.0281,-61.248055
0,49.56757,-44.266808
0,-74.79493,46.897087
0,-41.911243,0.7433582
0,-57.355263,20.201305
0,23.036152,-24.770647
0,28.566084,58.602695
0,42.675583,-32.77569
0,-79.21515,-56.654385
1,61.32286,10.188071
0,45.227406,-26.859129
0,53.53579,41.659115
0,16.476582,94.82108
0,51.459854,-68.65496
0,40.61903,91.95607
0,-96.72667,-41.800056
0,60.420647,-66.66173
0,-86.20497,-43.830658
0,-22.657684,-54.64904
0,-129.43001,-16.219818
0,86.21277,8.172542
