drug_id,t-SNE Feature 1,t-SNE Feature 2
ZAJGEW.search1.cif,37.72399,36.361042
RAXWIZ.search1.cif,21.23965,23.942434
QADRUL.search1.cif,7.110738,28.97601
XEYWOQ.search1.cif,-1.0314486,-54.902058
GIXREK.search1.cif,48.23145,-26.37885
ZAVXAV.search1.cif,-15.016287,65.78067
TETHOS.search1.cif,-20.821966,27.733173
PUKDIJ.search1.cif,-48.32691,-0.22364852
VOFVUK.search1.cif,70.34164,-27.6853
BITTEF.search1.cif,25.868067,-37.695873
NEHCIP.search1.cif,58.25273,-27.512424
XOBGUR.search1.cif,27.896576,4.4844565
QABZUQ.search1.cif,33.48754,46.244823
RIWREU.search1.cif,69.80634,15.244837
SERNAH.search1.cif,-83.098076,-3.9398959
PYRPMA11.search1.cif,71.54248,0.53591394
WUQWAH.search1.cif,35.439426,-20.327776
SOVQEB.search1.cif,-22.793594,36.560284
BOBKUZ.search1.cif,23.250181,53.762825
HOLJAU05.search1.cif,-35.800995,1.1843781
SANTIM.search1.cif,34.647606,10.135212
VADVUS.search1.cif,63.417805,-2.916765
GOGQOK.search1.cif,16.208109,-53.72788
FEQZUY.search1.cif,37.31379,-6.1171465
UTOBEM.search1.cif,45.95069,26.592623
BERMOA.search1.cif,-56.701347,50.922527
WEPWUJ.search1.cif,-21.626446,-2.1548605
UGOWAQ.search1.cif,-8.7683735,-16.64345
LOQCIF.search1.cif,19.816319,-1.1728681
HEZKEF.search1.cif,20.600588,-71.73063
CARVAU.search1.cif,-5.219749,-47.99732
QAHNOF.search1.cif,17.599874,-76.85211
IPEWIK.search1.cif,10.244718,53.98906
PERVIS.search1.cif,41.06969,26.223902
GUMSUF.search1.cif,40.386963,53.529106
EYATIH.search1.cif,25.734474,7.4524145
KEFWEA.search1.cif,0.38340223,36.538006
DEPREV.search1.cif,-5.224282,-13.634047
KINTUY.search1.cif,-61.698505,7.545361
ZEBXOV.search1.cif,-22.5353,36.1764
NUDMII.search1.cif,40.195724,-6.952194
RUVVAF.search1.cif,28.446457,-60.4755
GINKIZ.search1.cif,52.135437,35.627434
SISLIQ.search1.cif,35.05204,-50.156197
LUDLUR.search1.cif,56.385975,38.39951
VIKVOB.search1.cif,45.012238,-55.671516
AXIGUL.search1.cif,62.980324,-2.0780165
REYPIU.search1.cif,69.93868,-27.588625
VUKSIG.search1.cif,33.333527,-47.98288
PILCUK.search1.cif,-9.2032995,-34.868614
VIWDUB.search1.cif,-15.626409,49.04837
HOXRIY.search1.cif,-14.845117,20.283592
SEPSIP01.search1.cif,-17.576616,1.3747693
XAQQUC.search1.cif,44.780876,-54.708595
NACPUD.search1.cif,-88.20308,20.530006
DEGQIP.search1.cif,28.65811,59.48576
AVENOF.search1.cif,23.832203,58.79895
DMPTCN.search1.cif,-51.315536,-27.123522
JIXZUO.search1.cif,19.428217,30.214201
OVUFUH.search1.cif,17.034782,28.552681
NOBPIE.search1.cif,23.392149,64.01159
NEYZUO.search1.cif,6.5622287,39.631184
JULLUZ.search1.cif,9.863757,-21.862669
GIHCIL.search1.cif,-13.519721,56.738697
SERMOR.search1.cif,-66.41853,30.903088
DUDQOK.search1.cif,18.163412,11.166748
EXANIB.search1.cif,-81.45815,25.484947
MAHPAM.search1.cif,-52.806118,1.4610168
FUYFAI05.search1.cif,13.51308,-8.873086
UWEMUG.search1.cif,-29.216677,13.1587925
ALEDAX.search1.cif,-21.125975,49.571785
BZQTCQ10.search1.cif,9.084976,-83.20773
DILVAX.search1.cif,-69.92226,36.668327
CIRXAD.search1.cif,-68.64376,31.249641
IROMIM.search1.cif,-2.0441227,33.90408
YOVMAA.search1.cif,33.97611,-43.087376
RIVMIV.search1.cif,-43.57383,-1.7752128
SAJJAR.search1.cif,29.951822,-73.67317
DIGSUI.search1.cif,61.796257,1.1883575
NEHJER.search1.cif,20.930693,-55.102978
HOGKAS.search1.cif,-96.0321,26.773943
VOVXOW.search1.cif,59.091053,28.23173
YIXVEJ.search1.cif,-10.265541,45.004276
LEQNEB.search1.cif,23.080046,5.6730995
DUZPAQ.search1.cif,-63.45613,37.846405
OXIJEL.search1.cif,24.215244,57.860798
MOXVIF.search1.cif,22.841307,-59.619392
SARDAQ.search1.cif,-42.896854,1.7961788
WIGROW.search1.cif,-43.737503,-24.6603
SEDGOA01.search1.cif,-75.97009,-9.958592
TCQPER.search1.cif,28.057552,-83.003555
HUFCAO.search1.cif,11.56553,55.550117
PETPUB.search1.cif,-84.115944,-5.1019115
DIKCIK.search1.cif,-2.429308,-37.556282
TIDQON.search1.cif,-2.5724244,22.482918
EFEFIH.search1.cif,52.625664,-30.75784
ABDECO10.search1.cif,36.709084,31.342897
FADCIW.search1.cif,-15.99933,-31.19179
KIJCUD.search1.cif,52.122036,38.72639
DUDVAB.search1.cif,2.6402442,-17.553942
QUHTIX.search1.cif,4.846105,10.775931
NIPVEO.search1.cif,-14.799018,-34.17155
HIQDES.search1.cif,-81.454704,-12.156787
BIYGIB.search1.cif,-80.68134,28.706684
CEJZUN.search1.cif,-19.529224,28.912521
XIVXUV.search1.cif,-6.605784,47.78287
DIGVOF.search1.cif,-42.729477,-4.325407
QOLMOV.search1.cif,12.5535555,-79.528145
UMININ.search1.cif,-99.82363,27.883204
XASHII.search1.cif,-2.912228,52.63996
JUKLAC.search1.cif,74.400665,-21.304651
REGKIX01.search1.cif,-30.234337,6.762198
JEGSIA.search1.cif,17.060795,-85.781906
KIMRIK.search1.cif,-52.1362,3.9761634
LENQIF.search1.cif,-92.54044,22.284628
KIHYOQ01.search1.cif,-79.20322,-1.4971881
DINRUP01.search1.cif,-28.588318,-4.102404
SACDEH.search1.cif,-21.87564,47.287632
SENKIG.search1.cif,63.42784,9.634326
YIRFAJ.search1.cif,37.939625,-26.042871
XECPED.search1.cif,19.19127,-75.91438
OJILEA.search1.cif,-25.419003,-62.514423
TAPZIU.search1.cif,17.216457,-31.779255
KAYGEY.search1.cif,-23.701857,-12.616969
UBAJOZ.search1.cif,-61.913746,8.880985
AGOPEU.search1.cif,66.960396,-28.308472
VUTMII.search1.cif,55.409676,44.327034
DAQYEC.search1.cif,23.297523,-41.03057
BULTUZ.search1.cif,-49.581356,-17.194473
TAVZOI01.search1.cif,-29.448896,1.6440196
YOMRAU.search1.cif,-54.724228,24.863594
YAPSOZ.search1.cif,62.51124,15.789585
QEZROE.search1.cif,5.8850045,20.383484
DAQVAS.search1.cif,-62.633038,8.232054
HOGFIU.search1.cif,-63.277794,37.776623
POTPOE.search1.cif,55.833565,46.97183
DOGQUN.search1.cif,15.337402,35.610947
HADVOZ.search1.cif,9.780899,22.254194
ZIGFON.search1.cif,-3.8606455,-38.300926
UHADAJ.search1.cif,-66.4909,50.90833
ZAJHOH.search1.cif,-39.403038,6.8752775
KECSUJ.search1.cif,-72.90415,26.687574
RIPVIY.search1.cif,-62.3107,49.4876
WACVED.search1.cif,-1.0922769,-67.51621
LIGQID.search1.cif,-47.4279,-1.9799852
DEVYEL.search1.cif,-59.969097,38.469093
CIRJOF.search1.cif,21.3167,10.548826
VOMKOA.search1.cif,22.458996,-15.336235
HOFZAG.search1.cif,-58.04836,51.614147
KUPWEA.search1.cif,-52.202206,24.750065
PYRTCQ02.search1.cif,15.924915,-84.18953
NEFFEM.search1.cif,-34.930264,-12.341298
GUCREB.search1.cif,-15.000143,65.76692
KETZAM.search1.cif,-68.55362,-0.261359
LOZZEF.search1.cif,58.44303,11.484508
BASYEA.search1.cif,36.74237,-30.945312
POJWUH.search1.cif,19.362324,48.740784
DAPTAQ.search1.cif,29.077797,62.478634
YAFKOI.search1.cif,-58.730713,-3.3912187
RUXVUD01.search1.cif,-73.22909,25.31806
QUBQOT.search1.cif,36.11094,-18.855566
APELAK.search1.cif,1.3932106,32.404804
TENPAF.search1.cif,-21.992716,-45.214874
NORTOG.search1.cif,45.030876,-48.188053
CENHAE02.search1.cif,-59.19026,57.41653
RUYJUQ.search1.cif,-20.491928,38.75532
ZUZSOE.search1.cif,62.638397,17.384403
RUKPIZ.search1.cif,5.6584635,13.713548
JAQJET.search1.cif,-51.626602,26.410816
TAXYOJ.search1.cif,-78.13183,-9.449208
VIBLEY.search1.cif,-74.53917,1.1014009
ULEKIG.search1.cif,-11.6119795,-54.2787
TOMYEZ.search1.cif,11.778537,44.203682
PYRCLN.search1.cif,62.779896,10.050715
BOQHOE04.search1.cif,-1.1686814,0.10292413
FENVAV.search1.cif,34.986053,-4.282687
GODDAF.search1.cif,26.307129,-27.40126
BUNJEB.search1.cif,-48.965336,-26.135462
KIHROL.search1.cif,26.862827,-12.054694
COCZUS.search1.cif,56.28562,42.783268
ARANEO.search1.cif,65.54687,-12.273229
JAXTIM.search1.cif,12.534036,21.333445
XURGOH.search1.cif,14.215076,38.22418
UHACUE.search1.cif,19.580284,1.2244179
FICCUR.search1.cif,17.250578,22.46273
XEVPEW.search1.cif,13.482738,30.749325
FINHUI.search1.cif,57.209198,-23.220282
CUWZAW.search1.cif,14.167248,-5.3178115
BUYMEP.search1.cif,34.48026,22.606245
CIPYEH.search1.cif,42.29811,-53.70453
ISEBAL.search1.cif,22.491978,3.800866
HEQDOZ01.search1.cif,49.76335,48.42697
LETSAG.search1.cif,36.67497,-45.373333
BUNHOJ.search1.cif,-23.659468,-64.92892
ILUSOX.search1.cif,67.56526,9.733239
FERTUT.search1.cif,2.160668,9.576628
MENNOL.search1.cif,58.79986,22.439932
QAYBAW01.search1.cif,-86.71781,17.058342
KAPNAR.search1.cif,5.3384285,13.675369
IQILEB.search1.cif,-89.25654,16.944244
QUGNEO.search1.cif,5.2087965,13.494771
BIHJEJ.search1.cif,-4.578542,-39.054905
EXICEU.search1.cif,-35.215828,-14.089669
YIZXIP.search1.cif,45.25815,-49.04175
MPPTCQ.search1.cif,-32.501804,-72.06491
CERQEW.search1.cif,-7.9262495,50.389748
RIWWEA.search1.cif,-22.244541,53.7626
DACSOR.search1.cif,19.383406,-19.413107
OCATUH.search1.cif,-14.404177,-62.920242
VOLDOQ.search1.cif,54.95759,44.088154
VEJXAJ.search1.cif,-88.50426,33.59231
OXIROE.search1.cif,-32.442287,24.38628
IWOMUE01.search1.cif,-68.25197,9.741167
KAPCEK.search1.cif,69.50191,16.767988
ZIYZAK01.search1.cif,21.366941,-17.850542
SAHGUE.search1.cif,3.5718076,50.58275
COCBIH.search1.cif,20.064363,10.8611765
PIFVIK.search1.cif,35.637463,-23.76134
MADSAO.search1.cif,-33.435028,6.533536
GUDTOQ.search1.cif,-67.73563,33.837112
BOQMAY.search1.cif,47.92883,3.1564481
NEJVIJ.search1.cif,12.590744,-38.005917
TEMDEU.search1.cif,-80.59562,1.9980124
IBICIF.search1.cif,27.22178,-83.781105
COZYOG01.search1.cif,-67.03493,13.031252
BARBAM05.search1.cif,-52.424263,50.64665
POSHOU01.search1.cif,89.81036,-20.765427
JUWHOA.search1.cif,-89.561,18.272335
AQEBUT.search1.cif,32.653847,54.92628
NUKXUN.search1.cif,-65.69282,31.342382
TIPWIY05.search1.cif,-103.14475,29.723236
YOTCER.search1.cif,18.996674,48.695652
FUBLAR.search1.cif,19.090637,24.531864
BIYQOS.search1.cif,-44.363556,-29.956026
HOWLUD.search1.cif,-25.490316,-42.502014
DURZAR.search1.cif,69.844246,0.31787544
SEDFUF.search1.cif,-76.9688,-10.056612
EYIXUF.search1.cif,-0.3858092,-68.814224
KOMKII.search1.cif,41.822105,21.770714
KOWVIE.search1.cif,-80.343414,-14.329799
JAVWOV.search1.cif,70.96489,15.27703
ZEHDUL.search1.cif,21.680988,-22.110146
YAJPIJ.search1.cif,40.35306,31.638575
PEHZIM.search1.cif,3.4356244,81.935585
OJILUQ.search1.cif,-53.608944,-31.260342
VEDYOU.search1.cif,49.78712,-9.1737
LISRIR.search1.cif,23.252539,28.044552
GUQQOA.search1.cif,59.992104,-32.45288
ZENKAH.search1.cif,46.808254,45.53078
WUVKII.search1.cif,-14.86663,-63.37308
JILSAB.search1.cif,14.870523,12.705205
LEJYOO.search1.cif,-22.453634,48.35265
WIXRAX.search1.cif,-35.484283,24.284914
CEMDAB.search1.cif,-21.491306,42.72824
ENEPEU.search1.cif,-20.825987,-67.194084
USOBOU.search1.cif,-47.432156,-14.95815
IQAMAP.search1.cif,-0.68342036,13.835726
ZURXAO.search1.cif,22.845076,-13.798253
XOTYUB02.search1.cif,-6.10537,-54.260094
UXIKES.search1.cif,28.707249,41.807655
GIYKUU.search1.cif,48.328186,-26.46053
YECHEU.search1.cif,-81.532486,-7.3310595
ILUBAU.search1.cif,31.220022,-81.178185
LEXPIQ.search1.cif,53.707756,-26.087461
TENSIR.search1.cif,38.411472,19.264631
HEZKOP.search1.cif,19.412458,-71.11478
HACQOU.search1.cif,-11.94463,51.089497
SAVYAQ.search1.cif,55.165173,-0.1390575
LAGNAI.search1.cif,-48.831337,-20.584686
VEHCUJ.search1.cif,42.17362,21.382381
GRAYTZ.search1.cif,21.608368,59.64739
BARWUM01.search1.cif,70.55835,7.225519
SURLAS.search1.cif,40.744076,10.139286
EXIQAE.search1.cif,24.823534,39.39596
TIWKAO.search1.cif,13.226674,-22.329515
XORXIM.search1.cif,-18.97252,20.631311
NIHGOB.search1.cif,41.74949,14.157256
VOCZET04.search1.cif,-41.985344,2.3870718
ADEMED.search1.cif,36.68911,-4.4206023
NUMJAH.search1.cif,1.5404375,-20.071606
UJASEE.search1.cif,14.379212,-30.0494
FALRIU.search1.cif,-20.153082,52.882774
JODMUN.search1.cif,25.7902,39.129974
HUPPAJ.search1.cif,-15.655785,19.519571
NOBWIN.search1.cif,-91.50164,20.325052
POWJET.search1.cif,-15.974664,-34.903145
TEPMUW.search1.cif,32.176155,-27.758608
LEMCEO.search1.cif,63.026142,-28.58264
GUFDOB.search1.cif,36.371944,-48.62439
ZEWCIQ.search1.cif,38.495247,11.344809
TACBUW.search1.cif,-21.284273,-13.666601
VORCOV.search1.cif,-42.192337,-11.108451
SUYBUL.search1.cif,-53.738304,-16.431944
NEPYEO01.search1.cif,54.434135,38.430588
NADKAH.search1.cif,-30.650257,-23.55598
DABKEY.search1.cif,59.51565,-1.1499758
EHEDAW.search1.cif,-6.192177,55.987175
MAWPUW.search1.cif,-28.32669,-19.60408
EFAWUF.search1.cif,-68.807045,0.8724562
BATDUX.search1.cif,-89.363945,17.24057
BOLBAH.search1.cif,40.921925,-29.55409
JOFJEW06.search1.cif,-28.89269,-67.43254
CUBKOA.search1.cif,10.100358,20.319239
HANDUX.search1.cif,21.123323,-37.620747
CEJXUK.search1.cif,-21.53702,56.571697
ZOYXAP.search1.cif,-13.889731,-37.677395
WAPXOA.search1.cif,23.366724,-41.198357
WEJZAN.search1.cif,70.541405,-38.710033
EFOSIE.search1.cif,-26.387186,-61.547916
QUKHOT.search1.cif,-8.080716,66.07279
TUBFII.search1.cif,36.434765,-14.38735
QARWUC.search1.cif,58.124897,-20.878103
QAXZEX.search1.cif,-71.67151,-3.2736099
YAXRAS.search1.cif,22.315088,-39.665703
ORADAO.search1.cif,5.6054726,-37.532375
AKISEU.search1.cif,-7.5241046,-14.927482
HIFBON.search1.cif,37.464115,18.634783
COJRAV.search1.cif,-19.13889,52.69272
PEJBIQ.search1.cif,3.391311,81.947464
ULAWAF.search1.cif,-66.59336,27.364649
JOKXUF.search1.cif,26.204042,-52.450043
GULYOB.search1.cif,-29.586975,-70.674904
HAGHEF.search1.cif,-85.08148,19.256279
EBOLEP.search1.cif,14.835988,-30.360493
BUYFIM.search1.cif,43.42943,23.564653
UBUJIM04.search1.cif,-12.905148,-59.29288
NOKZOF.search1.cif,14.109393,-71.4663
QAMQUR.search1.cif,-49.07353,2.6345186
MOXNAR.search1.cif,-33.654667,-4.1047883
KASJEU.search1.cif,19.8267,-15.208411
ZEYNUP.search1.cif,-32.283325,-18.095753
JAKPOB.search1.cif,16.700249,-41.86561
NANDEM01.search1.cif,43.442535,6.0105643
SETSAN03.search1.cif,-83.089584,17.787724
SEWWUM.search1.cif,0.6709968,19.478882
XOJYEC.search1.cif,-30.040041,5.220405
BOVYUI.search1.cif,-74.317215,-3.5927727
YIPQIA.search1.cif,-49.006584,-2.6717334
MAKTEX.search1.cif,36.390495,-13.954548
HAVMEZ03.search1.cif,69.515114,-6.521477
EFIJUZ.search1.cif,24.781076,-30.869328
ECAPEG.search1.cif,55.907955,-30.70333
QAMRUS.search1.cif,-0.9022292,-61.818474
KUPYAY.search1.cif,-1.7963922,66.85619
KOLBAP.search1.cif,29.092268,17.47521
NEDRET.search1.cif,-16.912188,-58.37345
QULCAB.search1.cif,72.022705,-4.5241523
EXASEB.search1.cif,54.737537,-29.134338
UYOVAG.search1.cif,-34.13018,27.308697
ROGKOO.search1.cif,21.118576,-36.6216
CIWCEQ10.search1.cif,-15.003303,59.05343
ACEREH.search1.cif,-12.21416,-63.431026
CIKKAK02.search1.cif,-54.36412,-30.001019
KIPGIC.search1.cif,32.336586,-23.310755
NEQRIL.search1.cif,5.6781173,-60.331013
XALRUA.search1.cif,46.86393,48.417984
QAVBIB.search1.cif,60.57462,-0.17999403
DUKREJ.search1.cif,-9.161677,-6.559647
TAXWAS.search1.cif,-22.641623,37.597187
UXEPUK02.search1.cif,-3.473201,19.164978
VERZIE.search1.cif,32.835968,29.405216
TUHWAW.search1.cif,35.20446,21.399881
TIRGEI.search1.cif,-6.631586,47.809982
FADCES.search1.cif,-15.935889,-31.166704
MUPNIV.search1.cif,-77.71443,22.941181
CACVOU.search1.cif,4.3882084,-32.48897
KIZYOJ.search1.cif,-5.126651,-56.966324
BAZGOZ.search1.cif,-5.739551,53.587433
WOVBEO.search1.cif,25.28811,15.554444
VOMPAO.search1.cif,0.7686937,61.042202
XOLNES.search1.cif,26.048035,35.039455
MULXID.search1.cif,52.422977,24.004768
DIELDR.search1.cif,70.09435,7.9620624
MAHKAJ.search1.cif,40.403294,-48.991276
MIKYOX.search1.cif,23.117853,69.47514
GOQSIO.search1.cif,22.111473,51.664173
LAPSAX.search1.cif,-87.83429,8.773948
DIZPUA.search1.cif,42.58299,23.89333
ABELAU.search1.cif,33.324974,46.755478
HIGPUJ01.search1.cif,14.989473,-83.57734
XAQQEM.search1.cif,-36.991207,5.3047576
MIVYUL.search1.cif,74.35157,14.373221
UNEYOB.search1.cif,29.23653,-73.07755
EDITOD.search1.cif,56.94229,-18.72574
BARBUR.search1.cif,-52.230556,50.577732
SOVYIO.search1.cif,2.347762,-20.272131
JEWZIX.search1.cif,23.559599,34.32048
BIKCUV.search1.cif,-36.066647,23.994879
OBUWAM.search1.cif,0.2041305,11.558362
NERTOV.search1.cif,-66.132675,34.453453
ZIPHOY.search1.cif,-37.1921,5.184592
SOBZAK.search1.cif,21.563288,44.55284
RUYZAO.search1.cif,25.197767,-43.062374
ZICGUN.search1.cif,-46.169193,27.481215
WEKMEH.search1.cif,49.900745,30.365602
HIDRER.search1.cif,-12.0232,71.42796
GOKNUP.search1.cif,27.83994,61.82013
INEXIJ.search1.cif,-13.658902,-16.644192
UXEBOQ.search1.cif,16.412489,-77.806526
XOCDEA.search1.cif,15.144249,34.617825
HEQRAY.search1.cif,13.8494835,32.49952
NIZZED.search1.cif,24.584555,5.5013638
IROLIL.search1.cif,55.582413,36.311016
MATVUY.search1.cif,-21.655102,45.306446
ASOYIR.search1.cif,-9.966824,44.373543
FICCEB.search1.cif,-9.8111725,23.921423
URENOW.search1.cif,-66.621506,1.3314505
AKASAG.search1.cif,-90.76933,6.2711163
RAWBOG.search1.cif,21.465334,-12.440529
CEKLIP.search1.cif,26.796541,-37.721653
AYINUT.search1.cif,-72.69281,18.68234
KONZEU.search1.cif,-1.6315051,-62.386005
OBUBOE.search1.cif,-29.992455,-3.207073
RUCDID.search1.cif,38.945827,-25.88134
KECNUE.search1.cif,34.26624,10.761361
NEFWIG.search1.cif,-33.168118,25.978617
SEPPOU.search1.cif,-20.712719,41.390144
ZAPNAF.search1.cif,6.501457,-78.082504
MOYBEI.search1.cif,-2.3864243,-89.93634
LIYMIR.search1.cif,20.284468,-50.704998
BIQBIO.search1.cif,-3.2109478,52.141792
QUXCIX.search1.cif,-13.683394,15.435078
RAHWAB.search1.cif,37.901142,52.231945
YUJJOE01.search1.cif,11.847861,-43.968056
BAWROJ.search1.cif,47.806534,46.056164
XURDAQ.search1.cif,4.2778907,66.19366
FOMXAH.search1.cif,28.987001,-54.699795
BEDYAN.search1.cif,30.356247,52.91724
DUGCUG.search1.cif,45.404522,-49.05934
PAQNOM.search1.cif,-34.630024,-13.498916
PAVNEF.search1.cif,71.65025,2.3822122
SECZUY.search1.cif,-19.294193,2.5526388
ACESEI.search1.cif,-42.482147,-9.683397
MOXXII.search1.cif,-5.1040206,53.135323
KUGKUV.search1.cif,-77.699165,22.8889
NUWZOW.search1.cif,21.61305,-16.647106
YOWMAB.search1.cif,65.69382,15.816516
HITPEF.search1.cif,20.876202,61.00762
KODNUP.search1.cif,15.462773,13.578036
QAHNUL.search1.cif,23.094385,-42.557076
AJISIX.search1.cif,-5.3856893,16.58702
RIHDIV.search1.cif,4.9453964,54.63883
YIWXEJ.search1.cif,7.103989,-21.805656
QODNOP.search1.cif,-38.614216,-21.455605
KAYGOI.search1.cif,-18.699965,-13.691481
NAPMIB.search1.cif,-35.120144,-70.7481
HESPAW.search1.cif,40.75745,14.864052
POVZAD.search1.cif,-9.089256,67.48346
VEJXAJ07.search1.cif,-88.59534,33.769928
NUMKAJ.search1.cif,-10.22457,-12.097512
OPUNEU02.search1.cif,-27.210274,-44.894596
WIGKEF.search1.cif,1.7636933,58.481915
XAGVOT.search1.cif,34.018227,26.12885
ROSMOE.search1.cif,64.240234,-35.22958
XOKSUN.search1.cif,48.284405,16.760962
KUSYOM.search1.cif,71.37967,2.4847305
TOLKOW.search1.cif,26.272757,52.973404
DOQDEU.search1.cif,-6.9643545,19.586742
RUGFEH.search1.cif,66.23359,14.376651
UHADUD.search1.cif,-62.53869,54.913322
FOMDIW.search1.cif,39.522655,38.543076
NIQJAB.search1.cif,-68.33711,22.783237
QELQOQ.search1.cif,59.565594,1.8885753
JELJES.search1.cif,37.524776,-32.028748
WUBPER.search1.cif,20.616282,44.66655
SUBTIS02.search1.cif,39.705044,13.27752
WIVFAI.search1.cif,12.550546,-81.88879
MEFFAF.search1.cif,51.018097,41.109364
HITCAR01.search1.cif,-12.172777,-16.436632
GIKQEZ01.search1.cif,-32.641323,-70.888916
USUHUN.search1.cif,-17.94745,3.3588946
DEYZOZ.search1.cif,49.176792,51.10599
MIVCUS.search1.cif,55.055347,44.02083
KOTNOW.search1.cif,9.800472,50.533173
KOLSOU.search1.cif,40.96371,54.341312
MEZQUG.search1.cif,-13.462638,63.94871
RECQUM.search1.cif,-62.449657,28.033611
AXAKUG.search1.cif,-11.302547,-59.60336
BOMBUC.search1.cif,-27.165756,-2.9194038
NUKWOG.search1.cif,-50.25829,7.048277
LIPYEO.search1.cif,50.538097,-25.532335
CALGAZ.search1.cif,-23.565014,-14.7292185
SEJLAX.search1.cif,-18.708925,37.161266
DUVGAC02.search1.cif,-62.195953,54.189056
UHOZUP.search1.cif,45.297855,28.855331
LOTQOC.search1.cif,-36.6477,25.129099
POPRUI.search1.cif,55.265778,42.115673
REPFUO.search1.cif,46.66609,53.760975
CIKLEP01.search1.cif,-54.49148,-30.282614
YUFFIQ.search1.cif,-49.882076,-8.96352
QAFSAU.search1.cif,-24.13604,-6.7306523
WACSAW.search1.cif,-67.38263,12.312865
MUPNUH.search1.cif,-27.244558,-5.4862437
LUPYOK.search1.cif,-18.092442,31.731653
ZUFXAB.search1.cif,3.7437584,-30.969471
RUYDEV.search1.cif,-17.179472,17.554468
WUQKUP.search1.cif,-21.643974,53.123833
VIHJII.search1.cif,37.429607,-33.49943
SEDTUR.search1.cif,0.07861611,56.754776
SOLFAC.search1.cif,-47.88704,-14.995628
TIPZOK.search1.cif,0.7819045,10.089255
PENLUS.search1.cif,-19.36503,20.585491
GAPWID.search1.cif,-30.195906,-23.258251
UGOVIX01.search1.cif,-8.913242,-17.097134
NOLNIN01.search1.cif,-0.2246149,22.298302
PIJSOT.search1.cif,9.627006,-22.246948
YOVMEE.search1.cif,-72.09252,22.471869
KIYDAZ.search1.cif,-40.596043,28.822014
ISUGOU.search1.cif,-51.244473,-10.34264
WONZEG.search1.cif,24.034868,-38.324078
PUJNIS.search1.cif,-42.84834,1.9758353
BEZPUU.search1.cif,-11.145747,69.55334
ROHFUR.search1.cif,6.1388,53.46055
LIQQIM.search1.cif,-45.274727,2.3743317
IRAMEV01.search1.cif,-75.047165,24.640686
AWURUH.search1.cif,44.205627,45.728382
VOMHOX.search1.cif,22.558592,-15.56997
BISBIQ.search1.cif,-21.89986,-67.743835
FOHREB.search1.cif,-88.856255,8.70694
MOXSEY.search1.cif,7.651182,-41.178226
VOQCUC.search1.cif,15.639803,-82.96553
DUCCAI.search1.cif,-47.68766,-16.533499
UNIBIC.search1.cif,39.49647,-8.364742
YEBJAQ.search1.cif,19.935991,56.63275
SEYXUP.search1.cif,43.723576,8.248418
TIVREV01.search1.cif,38.169617,-24.807852
HAFSUF.search1.cif,-84.77847,18.106392
LUPQUK.search1.cif,61.043102,-26.152555
ABUQOF.search1.cif,54.157597,8.276454
DAQSUJ.search1.cif,-4.627281,47.24275
BOQHOE01.search1.cif,-1.1686814,0.10292413
NORTEW.search1.cif,45.553123,-47.929386
COLVAD.search1.cif,21.341389,2.8083878
CAFQAD.search1.cif,0.7722442,61.135445
EXIBOD.search1.cif,-38.21568,-3.7327101
EYOKUZ.search1.cif,-15.475702,57.03605
KOLTAI.search1.cif,13.207228,-27.361317
HOWLOX.search1.cif,-25.486927,-42.65303
SOBNEE01.search1.cif,-37.209908,-19.02585
VEYLUJ.search1.cif,-9.888186,-42.75498
OGIYEK.search1.cif,-36.95717,-6.2072215
ADIHOK.search1.cif,0.072053574,35.058765
XAQPIP.search1.cif,46.06662,-30.068098
KIYGAC.search1.cif,43.807594,23.784391
NEBWIC.search1.cif,-60.97854,42.604675
LAXJOM.search1.cif,21.223494,60.253353
CIKKAK01.search1.cif,-54.36412,-30.00102
ZECRAA.search1.cif,60.464535,-8.313497
AWAXOM04.search1.cif,-9.127471,-32.777523
TAWFEF.search1.cif,23.300714,-67.471245
OXOGUF.search1.cif,-19.727459,52.63359
COZYOG03.search1.cif,-67.035,13.030989
RUJRIY.search1.cif,-1.513817,52.609936
HADMUU.search1.cif,-56.355427,47.243023
UFOROY.search1.cif,69.2362,3.254247
CEVPOK11.search1.cif,-37.02656,32.788574
COGNOC.search1.cif,19.68646,44.60733
HEZKUV.search1.cif,19.996553,-68.95639
TEXVEA.search1.cif,-13.176634,24.839554
HULCEX.search1.cif,40.504185,3.9907446
DEGVUG.search1.cif,32.50694,58.25439
DIKWUQ.search1.cif,21.68685,64.12201
VUZMEJ.search1.cif,-11.295883,44.957108
IKUJUT01.search1.cif,-27.836897,-68.95933
FIXQUB.search1.cif,26.262577,-21.760456
IKIHUH.search1.cif,-13.695347,26.040968
UGOWIY.search1.cif,-18.245981,-17.86547
TASLEE.search1.cif,-30.072588,-67.70507
INUVOE.search1.cif,3.6093187,66.21857
AJACOF.search1.cif,-0.39772928,-54.751457
COCXEA.search1.cif,49.32195,2.6044197
KOHPON.search1.cif,59.651913,23.421783
TAWFOO.search1.cif,53.89186,40.55266
CAFWAH.search1.cif,62.959526,10.150386
YISDIN.search1.cif,2.3066647,-86.98992
LEXPOW.search1.cif,43.322872,-53.2359
KUCDAN.search1.cif,16.70165,-53.097645
NUQLAO.search1.cif,40.19682,-48.646145
JIBHEK.search1.cif,-27.757254,-72.41848
LASGUJ.search1.cif,-89.09238,17.35385
COZXOF.search1.cif,-75.4033,2.2271008
CERZEF.search1.cif,-28.909973,3.6643293
