drug_id,t-SNE Feature 1,t-SNE Feature 2
ZUHJOE.search1.cif,-30.873257,12.255486
HEZKAB.search1.cif,20.600578,-71.73118
HAPXEB.search1.cif,15.4740715,56.518307
QAQZUD.search1.cif,71.819,-21.796494
EHOTOK.search1.cif,-67.191216,-1.304219
EKEMUC.search1.cif,39.38454,-16.934587
EDOXUR.search1.cif,26.740673,16.590689
OCOHIX.search1.cif,-9.972502,40.145744
YUYFUT.search1.cif,41.678318,32.05799
QALKOE.search1.cif,5.2172394,-37.485695
WETZIF.search1.cif,19.000923,58.060043
FUNHAA.search1.cif,52.01963,33.573315
TPIPPH.search1.cif,26.3241,-11.719954
UNEFUO.search1.cif,-3.1283634,-12.943167
IQIDIX.search1.cif,55.646034,30.854435
DEZHOG.search1.cif,54.723892,-26.32871
XAVTEW.search1.cif,-30.971682,-5.9668107
ARUROW.search1.cif,-91.156975,4.891706
NIFCAH.search1.cif,-33.19609,-0.2708579
TOQMAP.search1.cif,43.62659,43.555603
PUQSIF.search1.cif,14.622291,25.13229
VAXVOH.search1.cif,-100.16271,28.131845
WOTWIN.search1.cif,11.120715,-76.050255
XEQCON.search1.cif,26.65005,-63.047375
GAQZIK.search1.cif,30.310173,31.949953
KIQZOZ.search1.cif,71.77457,0.85320544
LEYPOX.search1.cif,72.695114,16.775957
ZAFWIP.search1.cif,-44.99088,28.854782
YAXWOL.search1.cif,-94.56541,25.681374
BEQBAC.search1.cif,57.50183,38.34239
VIPDOP.search1.cif,18.002247,45.108223
KEKDUC.search1.cif,57.919468,33.20274
SIJYOA.search1.cif,40.28793,53.223957
AXUWEX.search1.cif,-20.103088,-64.954735
PDTCNB.search1.cif,-53.01583,-29.248686
JAWVIN.search1.cif,-15.32102,29.241264
QAVMEH.search1.cif,48.89717,51.617638
VUXRAI.search1.cif,-14.456777,-59.093945
TOVNAV.search1.cif,-20.264019,40.03064
EXEZOX.search1.cif,-37.57842,-7.037464
KETQOQ.search1.cif,48.655937,25.05168
CACWAH.search1.cif,4.8719826,-33.26891
YAHVOU.search1.cif,34.919216,-4.3954306
LEDBEC.search1.cif,17.807428,-78.17128
POQZAY.search1.cif,13.999515,46.73263
KIFLOB.search1.cif,16.602139,20.158678
GICPIR.search1.cif,-17.435751,-52.995617
RENVIR.search1.cif,46.668415,37.9787
SADTIC05.search1.cif,6.524945,-7.273543
XIJPOV.search1.cif,23.847443,4.2387104
SABBAB.search1.cif,-26.18631,-15.131697
KIBQOC.search1.cif,-43.91487,-25.701412
CANHEH.search1.cif,38.61462,27.02964
TICMEA.search1.cif,58.93926,6.855746
WIPJIQ.search1.cif,20.744867,4.9973173
PINMAD.search1.cif,43.240925,-5.1192174
SAHHEQ.search1.cif,-93.14158,22.516298
NEYFAB.search1.cif,22.57086,-43.803417
ROMFAC.search1.cif,-11.776468,-55.012016
JOMZUJ.search1.cif,50.271038,45.96386
RIJFEY.search1.cif,26.572912,-14.708527
UYOSUX.search1.cif,-34.00703,28.25361
JUQNIU.search1.cif,42.18476,21.054123
BAXGAI.search1.cif,14.329155,71.704735
PEJJAR.search1.cif,32.36001,-27.780893
ULOYUR.search1.cif,-30.716156,-8.759845
IJAGIJ04.search1.cif,38.90772,-18.122364
DULJEA.search1.cif,-30.29236,-17.556517
ISISEK.search1.cif,55.122715,-26.39344
ECOQUK.search1.cif,29.125978,9.068257
XUBJOW.search1.cif,-8.809536,-46.567455
UVEHUZ.search1.cif,-11.290696,44.675972
JIQLED.search1.cif,22.19222,-59.273285
IXUYIL.search1.cif,45.18066,-48.59829
YUVNEI.search1.cif,18.786253,48.478127
PALLIA.search1.cif,13.385183,-88.06163
PENWOV.search1.cif,18.955767,44.72952
CORPIJ.search1.cif,61.14069,-9.366556
EXIFIB.search1.cif,-36.363026,-38.841393
VEWDOQ05.search1.cif,22.262918,-66.89497
YEPJIN.search1.cif,1.1093391,32.660225
WOYTAF.search1.cif,11.946574,36.017097
TUKREX.search1.cif,55.59079,-7.58787
ISEHOD.search1.cif,40.90182,-47.143288
POQPIX01.search1.cif,9.522105,-77.78946
CIMNUJ.search1.cif,-11.072522,61.845123
HUXHOX.search1.cif,26.789894,51.23896
CUPJAZ.search1.cif,-44.836754,3.6834548
TTFFAN.search1.cif,68.38178,-40.66501
JAYWUE.search1.cif,30.265461,53.759186
DOLCAJ.search1.cif,38.743893,-54.836018
GITRUZ01.search1.cif,26.19279,-11.424348
WEPSUG.search1.cif,-4.8964267,-27.717041
TEXVAV.search1.cif,3.5302403,-29.388119
QAFZUT.search1.cif,-74.034546,-2.3659945
HEGPAK13.search1.cif,89.99739,-20.803774
GEQROL.search1.cif,8.24074,-48.36772
UHADOX.search1.cif,-65.999374,51.318897
NAQNEB01.search1.cif,-21.151453,-13.014665
COHTAU.search1.cif,48.93735,52.270485
HITCAR.search1.cif,-12.172777,-16.436632
SIVBUU.search1.cif,2.344085,-19.129272
KIGKIV.search1.cif,21.865538,-46.765137
TUPROM.search1.cif,45.244358,7.9453154
BOVZOC.search1.cif,40.55221,38.531796
UPOQIA.search1.cif,-6.079401,-30.40343
LIDCAE.search1.cif,-46.75819,3.2458084
PIYGUZ.search1.cif,12.828412,-31.437897
LIQSOW.search1.cif,-34.348602,3.2814205
TAWFAA.search1.cif,42.188694,54.60217
XICQAD.search1.cif,17.730183,-51.640274
NAPSUU.search1.cif,29.191576,-55.793354
CAYWUX.search1.cif,55.68081,26.324667
FOJCAK.search1.cif,-2.2108428,-43.54693
IHAWAS.search1.cif,-33.22216,27.1914
LUVZAF.search1.cif,-82.590706,17.87589
FAYPOL.search1.cif,-1.6198419,27.329441
CILLIU.search1.cif,37.72939,-7.427577
DAXQEB.search1.cif,15.154534,34.57444
XOQGAM.search1.cif,63.23487,6.3007054
OWAVUE.search1.cif,-59.907875,37.61606
XULKOG.search1.cif,45.33134,14.996566
BOHFIP.search1.cif,-35.67199,32.363213
KAKJIR.search1.cif,45.34126,5.7402787
GAHFAX.search1.cif,-76.22956,-2.5479486
VULTEC.search1.cif,19.61715,-32.096302
ZIGNOU.search1.cif,-3.0913148,40.682343
JACZAO.search1.cif,-91.9121,6.709898
ATEMER01.search1.cif,87.49406,-21.116549
CORKOM.search1.cif,51.43817,3.0674913
GESBAJ.search1.cif,-64.092125,41.626854
UNIDIF.search1.cif,53.98373,37.935028
NINSAH.search1.cif,-76.41708,-8.704006
ODIXOO.search1.cif,46.743546,54.20637
ZIPJEQ01.search1.cif,-29.527514,-4.187762
SUCHED.search1.cif,15.397352,54.1333
NOVTAT.search1.cif,58.597256,-16.566475
ISIHUN01.search1.cif,13.504296,-8.843535
ZUFQAU.search1.cif,22.156279,27.86073
MOYCAF.search1.cif,-3.6063635,-89.00901
TAFDIN.search1.cif,-39.36951,24.188969
XOXNAB.search1.cif,37.79929,19.044363
EWACAG.search1.cif,-1.3324866,68.57148
AFEQEI.search1.cif,59.149017,-16.863678
FOMLAV.search1.cif,62.48212,-4.6759906
GEKWAX.search1.cif,-89.542755,8.247641
VAKQIK.search1.cif,41.824062,26.29344
COZWEU.search1.cif,38.48276,-31.30747
VEGHOH.search1.cif,-19.065058,0.73650783
KAYFOH.search1.cif,-24.933819,-11.526265
FERQIE.search1.cif,43.209408,-5.271516
ZANREO08.search1.cif,-47.58802,-4.2194853
IBIBON.search1.cif,-9.277948,27.512363
GIVYOC.search1.cif,-11.304634,44.94199
GIKXUV.search1.cif,61.55574,7.1921616
DUKJUR.search1.cif,-5.6430035,-30.308481
TTFCAN07.search1.cif,48.86448,-8.661489
UGETOR.search1.cif,58.50112,30.855486
EFOZAB02.search1.cif,-67.17738,49.9224
HODRUO.search1.cif,-67.265884,31.324537
ZOTGUN.search1.cif,-75.73898,-9.684455
EDOBOO.search1.cif,14.719735,39.221027
TANBIT.search1.cif,-12.480013,57.7138
KIDSIC.search1.cif,26.245234,-73.251396
XUYQIT.search1.cif,58.975826,4.612393
QOFSIQ.search1.cif,-80.62862,14.231996
ZUNXIR.search1.cif,55.816254,25.749853
FABXOW.search1.cif,26.135197,15.438957
ZADVOS.search1.cif,0.9349051,-87.106895
IQAQAU.search1.cif,34.878517,29.262194
EFOZAB.search1.cif,-67.17907,49.9235
PIKLEA.search1.cif,20.466896,8.155347
DAGXAN.search1.cif,58.740284,22.323717
OCEBUV.search1.cif,-3.0480208,-55.898273
AJALAY.search1.cif,-25.403126,-0.8252341
MUTHUF.search1.cif,16.401258,72.33527
TEXPUH.search1.cif,65.88852,-30.322622
UGIDAS.search1.cif,18.39663,34.05489
EFUDUG.search1.cif,30.76929,-74.886375
BEMHPO.search1.cif,6.5910826,20.551682
VEDSIG.search1.cif,46.40788,56.260498
SAXPEO.search1.cif,25.512863,-53.220253
KIGGOZ.search1.cif,-60.546486,8.10758
SUBQIP.search1.cif,8.759498,-78.339645
GODQIZ.search1.cif,-30.4388,-4.181051
HEGHEJ.search1.cif,28.804443,-37.85302
HAZSAF.search1.cif,-7.893506,55.38008
ENULIJ.search1.cif,29.26038,51.293934
ELEGUY.search1.cif,-23.716251,-12.402008
XOBCUN.search1.cif,47.538734,-27.27831
BNQDCP02.search1.cif,-37.101315,-33.04613
KIYPAL.search1.cif,-4.0984035,37.004017
ACERAD.search1.cif,-24.691572,-51.04854
EVOWIV.search1.cif,-13.879279,60.867744
FOWYOF.search1.cif,30.739119,63.338978
TUQBIR.search1.cif,-11.526474,-55.511204
QISRUI.search1.cif,13.73292,36.577827
JAZBAO.search1.cif,-14.907188,28.986668
PITXUL.search1.cif,4.3006554,25.786331
TTFTCQ01.search1.cif,-2.5981936,-87.421
VAVLUZ01.search1.cif,-5.025035,-8.370225
AGOCII.search1.cif,29.100237,42.56355
VAMLON.search1.cif,18.952625,24.397861
QAZBAX.search1.cif,24.309244,-59.60818
ZEFVAJ.search1.cif,-38.60268,-6.3373847
YETGOW.search1.cif,21.859922,1.1352271
CIWGAS.search1.cif,-12.988462,-14.430115
KACQUA.search1.cif,13.159904,31.243801
ZORPUR.search1.cif,53.834427,47.550625
ZEQCEG.search1.cif,-25.25856,-44.57727
OHOZIX.search1.cif,8.450503,14.829118
ACONIR.search1.cif,-13.863021,-13.304122
XIVMAQ.search1.cif,-7.5103917,-8.1116295
ECIWOD.search1.cif,36.14824,-15.482113
DITXUC01.search1.cif,25.38295,4.343387
BZAPMA10.search1.cif,71.31325,0.17813998
VEMZIX.search1.cif,54.742844,-31.27445
HEZLOQ.search1.cif,19.415024,-71.62302
LECGUY.search1.cif,5.5426545,66.55177
IDETOB.search1.cif,-6.9020815,20.051971
OMIFUL.search1.cif,-8.3478775,13.612695
DODGAG.search1.cif,-14.583465,10.223142
LICJUF.search1.cif,8.059005,32.296795
BEYZIR.search1.cif,14.671361,41.88134
FABYAL.search1.cif,52.462597,31.461647
XOHZEA.search1.cif,-38.412514,33.642517
ZAKSAI.search1.cif,-65.31984,29.06554
ROCPOR.search1.cif,-52.913525,1.7325672
WUKRIF.search1.cif,47.709187,43.39337
FUVSOG.search1.cif,19.832678,11.669593
XOJNIU.search1.cif,-33.03269,-9.539567
EWAREA.search1.cif,0.727852,-62.42538
JEZYIZ.search1.cif,47.492706,36.44917
IJEZUT.search1.cif,-68.3875,8.025342
OKAWEE.search1.cif,23.125843,-16.959736
QUGNUE.search1.cif,4.972128,11.069704
TIDFER.search1.cif,45.112488,-45.3414
LATXUC.search1.cif,28.02111,6.256116
QOLRUH.search1.cif,24.721582,-59.027428
XAKTOT01.search1.cif,69.69282,-26.547346
DOVXUI.search1.cif,-23.820627,48.44151
VEQTES.search1.cif,25.654175,2.5787892
MOCFOC.search1.cif,35.449024,-61.968414
COTSEL.search1.cif,-5.0237527,-37.651077
YISNOG.search1.cif,37.77755,-19.096207
PABRIT.search1.cif,12.579479,49.811108
ZEYPAX.search1.cif,-34.51042,-20.213985
OMOPIP.search1.cif,-44.557648,8.369058
GUQRAN.search1.cif,59.96391,-32.512608
ARAMOX.search1.cif,63.56463,-4.605208
IKUJIH.search1.cif,-27.75607,-68.884605
KIHZEH.search1.cif,-48.192894,-17.001793
MORQEP.search1.cif,-84.23601,36.604004
ODIPUP.search1.cif,-80.05113,-6.962754
FOSTEO.search1.cif,43.068344,9.935372
JUWHUG.search1.cif,-99.83548,28.011919
SIKMAC.search1.cif,24.420353,-50.93659
NAKBAF.search1.cif,-93.87701,27.669561
NEYMEL.search1.cif,-48.659096,49.484917
JECBUO.search1.cif,22.06473,70.30712
QINPEK01.search1.cif,0.80623734,-87.201584
NAQCIR.search1.cif,3.1937382,65.17547
ODICOU01.search1.cif,-55.327915,-31.42017
LIYPOB.search1.cif,-49.129993,26.564873
DOVSIR.search1.cif,-26.366644,-20.546099
XOGYEY.search1.cif,41.26238,10.698413
LAHGUW.search1.cif,-91.949844,21.981926
ICOCAE.search1.cif,21.423584,71.23682
ECUVON.search1.cif,58.17005,-27.032022
UMALOJ.search1.cif,58.73849,3.2842062
SEFQIF.search1.cif,-35.44867,32.655064
POJHAX.search1.cif,-80.46298,-14.583429
LITQAG.search1.cif,26.144339,-11.742485
KAXSEJ.search1.cif,-20.270025,1.4155596
POWBEL.search1.cif,-30.939638,-69.93326
VEVFUZ.search1.cif,8.086003,-82.405754
ADUWED.search1.cif,56.668625,5.2195873
WITGAH.search1.cif,26.06879,-73.30425
POLLUZ.search1.cif,-73.09494,19.631296
IJUMUV.search1.cif,38.423454,40.145626
HUPKAH.search1.cif,-12.230142,56.552486
RADJAI.search1.cif,44.594727,6.0995774
QIHCAL02.search1.cif,-80.30313,-6.3124824
UFIXUC.search1.cif,51.28673,-24.34137
FIXKIH.search1.cif,0.19664998,60.97127
ZIJQOY01.search1.cif,-5.411359,-7.813618
EZEHAT.search1.cif,13.670096,34.143574
OKIRAB.search1.cif,-23.330425,44.914772
HUJQEL.search1.cif,35.40134,-49.395824
DATCIM.search1.cif,13.486009,-8.814265
RIMJAB.search1.cif,63.64562,-34.995792
BERNOD.search1.cif,57.787544,33.07735
DOCRIW.search1.cif,16.63628,-60.61553
WUSNII.search1.cif,26.921938,63.090054
FOSFOK.search1.cif,-36.888077,4.623768
FECFOL01.search1.cif,-35.37141,5.225074
LOGBUG.search1.cif,-52.133972,-2.754528
RUCGIG.search1.cif,56.923687,27.761995
KAMRAU.search1.cif,24.41518,-41.3071
QOSWUT.search1.cif,-73.935196,19.704222
GEMLAO.search1.cif,33.847107,22.170017
DIGLIR.search1.cif,48.366184,38.647224
NUMYOM.search1.cif,-77.9637,-10.416302
QADCOP.search1.cif,40.234543,10.540457
CUXKOW.search1.cif,9.8710375,31.340462
VIZPAW.search1.cif,4.6892743,81.91195
CEWCIT.search1.cif,56.38672,27.796938
JEVVOY.search1.cif,63.172794,17.312862
XOJPAP.search1.cif,11.214654,-17.84747
QUJKUB.search1.cif,-11.710114,69.297676
TAHVII.search1.cif,17.21746,-83.90938
DOKGEQ.search1.cif,-50.874332,3.217557
ULUZIM.search1.cif,-0.8023449,68.55156
DADZOX.search1.cif,-77.23685,22.297705
YIZCIT.search1.cif,2.0520346,-19.056536
XOLDOS.search1.cif,1.1868783,56.019306
ZAMHON.search1.cif,85.62503,-20.336872
KITJUV.search1.cif,-49.98074,28.477268
NUQHAK.search1.cif,-73.54193,1.0670869
ZUSXOC.search1.cif,-31.4391,11.844836
DUJKAW.search1.cif,8.521562,-85.91809
CUQWAO.search1.cif,28.1061,8.76323
HIVHIE.search1.cif,29.24805,20.082657
GARVIH.search1.cif,-55.547993,-12.048215
VODKOP.search1.cif,-7.730454,63.479336
WEJYUG.search1.cif,70.541405,-38.710033
NAFQIX.search1.cif,68.708145,-7.7228436
GUDVIM.search1.cif,-61.13564,42.9649
GABGOF.search1.cif,63.20342,5.6734157
FIXNOS.search1.cif,-1.127731,-24.07424
TOYHUM.search1.cif,40.835922,-51.0408
GOJCIR.search1.cif,-18.542894,61.542095
AMIDEF.search1.cif,-81.827255,13.5713625
HEDROZ.search1.cif,-38.665173,-0.73402673
NELPOJ02.search1.cif,-92.6808,21.738197
NPOFNP.search1.cif,24.456348,-69.36906
IHEMEO.search1.cif,-19.529364,23.682266
BANPIP.search1.cif,49.106117,40.458473
SOJPOY.search1.cif,-20.50306,46.883236
XALNIJ.search1.cif,35.12836,19.188608
WUCBEB.search1.cif,19.029585,29.628822
GEZKIF.search1.cif,14.789421,-82.328094
UJUVAW.search1.cif,36.54544,-15.808451
JAKXUR.search1.cif,12.126012,58.499035
YURLOO.search1.cif,87.85687,-20.674171
RIHJOI.search1.cif,40.05034,40.841755
JOXBUV.search1.cif,39.448402,-17.997868
ZEFCEU.search1.cif,-6.249378,-31.355698
SAQSAE.search1.cif,12.351593,33.525658
ASOQIK.search1.cif,87.61202,-20.590168
GUQJEH.search1.cif,75.12569,17.000296
FELBEF.search1.cif,45.862225,42.583794
MEWPEL.search1.cif,32.822556,-15.759764
TAGFIT.search1.cif,14.917336,57.449085
SEPKON.search1.cif,4.380981,15.495812
NUNFUX.search1.cif,-35.829285,25.518822
TUKFEL.search1.cif,-35.738293,-24.911097
VEQTIW.search1.cif,19.521252,10.129704
TUCNAI.search1.cif,31.322994,41.501976
PAYYOG.search1.cif,68.50789,-1.5474149
VEFVIM.search1.cif,-10.442414,-43.340786
YUFGIR.search1.cif,57.00884,-15.688602
WESNAK.search1.cif,3.5130517,54.272724
VOSRUS.search1.cif,33.02929,28.226337
NEFGIR.search1.cif,-37.679752,-5.9690704
ONEXOV.search1.cif,11.833372,55.545967
BNQBRP01.search1.cif,-37.87063,-33.160103
NUJWIZ.search1.cif,-56.087357,-15.732532
XOHWIB.search1.cif,43.042263,-54.73663
FOQHEY.search1.cif,45.238163,-48.120956
NUQLUI.search1.cif,-11.646157,-62.354183
YUJNAU.search1.cif,-50.825756,1.2574992
PECREW.search1.cif,-26.350325,-6.9124713
VITKIT.search1.cif,-56.773537,-15.635471
ZATFAD.search1.cif,21.659918,22.765265
XUNGIW.search1.cif,-4.8466396,-57.052555
BICDUM.search1.cif,2.4851441,-85.79386
RABXIE.search1.cif,-12.301082,-64.22246
OSUHUG.search1.cif,14.071486,-4.09703
NUFSAI.search1.cif,4.140059,-38.42169
POCPED.search1.cif,-4.7781544,-48.311935
NAJPEV.search1.cif,39.371185,43.647163
VEVFIN.search1.cif,-54.907585,-29.97614
RAVXOE.search1.cif,-50.98337,-28.650854
TEMLOO.search1.cif,6.63747,23.941628
HUHDIY.search1.cif,-48.031887,-17.149878
WUNGAQ.search1.cif,44.64467,-8.397874
BOQXEN.search1.cif,21.105919,8.50699
ZEXWIK.search1.cif,-10.8240795,-37.365143
MADSUI.search1.cif,-32.991558,1.146337
VIKLAC.search1.cif,28.886192,43.965954
ZODWEU.search1.cif,-55.745247,39.700787
NUQHIS.search1.cif,-77.66188,1.8582727
GABBIV.search1.cif,40.15847,16.311138
YEHJEA01.search1.cif,-44.26694,-28.203604
DODBIJ01.search1.cif,-2.4120111,-55.45524
MAYSOW.search1.cif,41.1524,37.96408
EWIYEO.search1.cif,31.964527,41.00338
VUKSEC.search1.cif,-37.269894,7.4352202
QEWHIL.search1.cif,1.2087892,-62.556057
CIBZAR.search1.cif,89.4725,-21.11409
POZQAW.search1.cif,2.620877,81.53908
BENGUZ.search1.cif,23.282589,13.9687395
QIHBEO.search1.cif,-23.228683,-62.93398
HACPUW.search1.cif,12.636473,46.260998
XOPDIQ.search1.cif,71.269196,19.66416
PAJDEM.search1.cif,70.62647,-5.1122327
TEXPOB10.search1.cif,27.779324,-81.551636
ACOMUC01.search1.cif,-17.413782,-11.984849
EKECOM03.search1.cif,11.56942,-4.7736173
QUHGUY.search1.cif,40.29363,41.636715
EXIBAP.search1.cif,-36.15618,-15.993067
LIPNIJ.search1.cif,52.895832,11.600003
HEKKEQ.search1.cif,14.12518,32.246468
WUNGUK.search1.cif,23.252775,-8.057018
MUSBIN.search1.cif,19.816652,-48.57586
UGOSAM.search1.cif,-59.229576,49.43318
JEVLUU.search1.cif,26.454016,64.43117
VEMKUT.search1.cif,-11.247178,23.84812
JECYOI.search1.cif,37.44232,38.97065
UVUMEE.search1.cif,-20.656384,30.501661
YITBAF.search1.cif,49.483852,39.05803
DAQZIH.search1.cif,27.835455,-52.1522
OCAKEL.search1.cif,-58.588192,-3.1359723
VADMAP.search1.cif,35.319023,31.09778
HUNXAP.search1.cif,0.71112275,-22.233217
JICWIB10.search1.cif,-57.622353,-16.862411
COMHOB.search1.cif,11.472355,-74.19931
AKAQIM.search1.cif,1.281192,-86.62426
NIPTUC.search1.cif,-15.476692,-37.559967
LIPXEN.search1.cif,23.54105,-40.234886
QACMUE.search1.cif,66.25563,-29.479328
NAXLUW.search1.cif,30.470242,-43.934853
LUKMIN.search1.cif,20.878273,-63.713882
DICVUH.search1.cif,19.688007,29.120796
XOHSOC.search1.cif,-45.771984,28.033644
ULAWUZ.search1.cif,-59.708336,45.049553
CUHVIM.search1.cif,-71.94107,22.606731
NUMHAG.search1.cif,-10.392197,-12.119684
NIJJIB.search1.cif,55.367638,-15.24474
GIFDOR.search1.cif,-68.14943,22.774565
FAGFAW.search1.cif,5.657982,-37.092888
TOJCAX.search1.cif,-25.650763,-61.346966
BZTCNQ.search1.cif,-33.387466,-68.110245
TEZNIX.search1.cif,-11.190459,-50.190796
ZUKXAE.search1.cif,-61.575527,42.256565
ACAGAN.search1.cif,-26.930544,-15.44061
DAMFUS.search1.cif,55.779194,28.029045
BOMLAQ.search1.cif,2.32919,43.7383
NAXJIH.search1.cif,23.509478,-36.529503
GINFOA.search1.cif,12.877018,49.88808
QENZAN.search1.cif,42.816578,30.59659
QACNAL.search1.cif,65.12979,-29.580439
QINDOI01.search1.cif,0.49003735,-87.28257
XUBTEU.search1.cif,26.311018,16.508476
XUKNEY.search1.cif,24.009233,51.93832
GOKQIJ01.search1.cif,62.199562,-30.781366
IKEQEU.search1.cif,11.616381,22.473124
HOHRUR.search1.cif,-15.521701,-15.939046
FAZXUZ.search1.cif,46.15655,38.623978
XATREP.search1.cif,-1.7770399,50.912807
PETNOT.search1.cif,-84.243324,-5.0900893
VOQDEK.search1.cif,62.982735,-29.564959
AHEVIT.search1.cif,-13.522589,-20.503395
LAKVAW.search1.cif,7.4346013,28.040037
CABYUC.search1.cif,35.280464,-4.4571905
COXHII.search1.cif,15.835323,72.79899
BEDLIH.search1.cif,28.008133,7.813402
IROMAF.search1.cif,23.843367,-38.290306
HIZBEA.search1.cif,-56.69671,49.975464
LATLAU.search1.cif,-69.39265,8.303958
CIXZAL.search1.cif,75.1764,16.843708
PEZQAN.search1.cif,1.8828946,-0.3198721
JOKLED.search1.cif,26.203375,-52.450375
BEDXAM.search1.cif,46.49147,26.914486
MOVZOO.search1.cif,-6.389439,-61.75639
YOSCIV.search1.cif,65.25325,17.780579
TENJUU.search1.cif,55.905056,0.26142967
BONNAV.search1.cif,47.742943,41.393635
NIJLUQ.search1.cif,-56.703102,-15.996415
JIYGAC.search1.cif,18.395552,-45.996643
AJAHEY.search1.cif,-7.572144,-14.220218
IBEHOM.search1.cif,-6.4823117,44.903805
QAFQET.search1.cif,3.6258366,20.970467
OWOYEG.search1.cif,2.185741,9.978696
ZARYOJ.search1.cif,28.467634,-52.71762
ZANQIR.search1.cif,-15.531815,-54.03582
FUSCIH.search1.cif,61.99962,-29.267853
LUTRID02.search1.cif,70.47248,-26.7011
VEYHIT.search1.cif,-72.9761,-1.395401
OPUNEU04.search1.cif,-27.210337,-44.894592
MOVTOH01.search1.cif,-38.883503,6.785489
TIPFII.search1.cif,-30.953693,3.4377499
RUJVOJ.search1.cif,-18.05872,17.728678
DOXBAV.search1.cif,22.078136,5.9457617
ZUZSAQ.search1.cif,62.877087,17.32604
TELCAQ01.search1.cif,12.8935,-5.070842
CUVDIH.search1.cif,-73.66979,23.871147
CENHAE01.search1.cif,-26.900726,49.31778
VESYID.search1.cif,-55.787746,40.615925
CAWQEW.search1.cif,68.13083,12.308448
ZEPZUR.search1.cif,2.3581686,29.477037
MAZPUA.search1.cif,54.063416,9.960464
ZARNAK.search1.cif,-9.418721,52.112705
RORBEH.search1.cif,20.862856,9.783871
WEDFIW.search1.cif,49.28197,30.230114
XAPZEW.search1.cif,-14.892306,-40.087326
VAKTOR.search1.cif,-31.250574,-0.9307214
NUKYIC.search1.cif,-59.762848,45.08501
KOJJEZ.search1.cif,71.62377,18.792725
NORTAS.search1.cif,45.91946,-47.815964
AWUMUB.search1.cif,10.072231,50.462574
TAVZOI.search1.cif,-29.449148,1.64382
YOXXIV.search1.cif,5.805929,24.29569
GENLUH.search1.cif,-64.77808,36.409145
RUYHID02.search1.cif,-44.81601,-14.695419
PAXSEN.search1.cif,26.971724,-21.057959
FIVNEF.search1.cif,-63.752716,36.030064
JIHGIT.search1.cif,-93.52239,22.946186
HUNJOR.search1.cif,-5.909139,-32.94415
SIQNOY.search1.cif,26.196075,23.876324
COZYEW01.search1.cif,-23.126116,-13.142555
COXLEG.search1.cif,25.411013,-43.966118
DIFTAN.search1.cif,1.1187953,64.06822
CUVSES.search1.cif,33.563744,46.394417
XODKUZ.search1.cif,16.834637,75.07253
VOPNIZ.search1.cif,86.10603,-20.630726
TENYAO.search1.cif,21.772629,-47.80371
TUWVAI.search1.cif,-21.496218,53.436413
OQOSEU.search1.cif,29.082016,57.19951
NISTAK.search1.cif,-65.377815,35.937447
ISATON.search1.cif,22.549824,9.268041
RERBAS.search1.cif,-92.75069,6.457245
ECMPBX02.search1.cif,28.378614,8.6344
WIVFEM.search1.cif,-34.890953,-68.373886
OFAXOL.search1.cif,55.42167,30.215864
LODGIW.search1.cif,41.535023,48.58247
MAMPUM02.search1.cif,53.71636,20.028515
MIBGIO.search1.cif,12.9173765,31.674664
DUPCEZ.search1.cif,58.920013,-9.013671
GOHBOW.search1.cif,21.803448,40.780876
JIDBIK03.search1.cif,4.4881005,-86.041046
REQVIT.search1.cif,1.558361,-1.2008369
EWOXEV.search1.cif,55.72416,-29.42031
NENPEE.search1.cif,-103.01362,29.119099
SINGIH.search1.cif,66.3768,12.884311
RILNIM.search1.cif,7.2411776,52.85761
YUTCAR.search1.cif,6.0919027,79.0466
WOCHIH.search1.cif,-25.494526,-45.50319
YAJVEN.search1.cif,22.584557,-65.43259
NOCPOL.search1.cif,65.813065,17.973518
DINSEA.search1.cif,-28.58832,-4.1024036
XONBEJ.search1.cif,38.298233,-43.926548
UKOSAP.search1.cif,-59.021805,45.611057
CAFKAY.search1.cif,-59.416058,40.291428
DOJBIQ.search1.cif,-22.262917,-66.128624
NEZLOV.search1.cif,-65.917465,8.058351
NOSTIA.search1.cif,20.202768,-19.80478
QAZGII.search1.cif,1.709077,80.56916
SAYPOY.search1.cif,-24.029581,-20.617308
JEJBUY.search1.cif,-17.05029,-37.88883
OTASIN.search1.cif,36.66087,-20.659496
YOCYUK.search1.cif,13.050405,43.598984
ABULEQ.search1.cif,-4.6326876,-54.508533
XUDCII.search1.cif,-38.15703,-32.30895
SOKKIP.search1.cif,55.963898,41.036995
RUTHEV01.search1.cif,-24.919025,-48.101597
MESXOA03.search1.cif,-20.360523,-68.7927
NULTEV.search1.cif,3.8874729,38.81
RELCUH.search1.cif,21.51175,16.227345
PUZZUF.search1.cif,36.819244,-44.51193
KIGLUI01.search1.cif,-24.429695,-48.35502
CIGRAO.search1.cif,45.481968,32.255234
RUKXIG.search1.cif,85.61868,-20.596983
TEPKEG.search1.cif,55.80598,-34.575626
HUMGEE.search1.cif,6.634233,-22.805456
QABREQ01.search1.cif,-2.0397658,61.070683
HUTMAM.search1.cif,54.64601,8.560473
IFUJUR.search1.cif,22.407183,9.192283
EBAWAG.search1.cif,25.709986,-3.598225
VASLAD.search1.cif,-13.281893,49.153233
IXUDEM02.search1.cif,-80.052444,1.1030235
ZANQUD.search1.cif,-49.303635,-33.60035
